,ig_id,is_HK,updated_following_list_time,details_updated_time,following_list
380,uniqlo_hk_macau,Hong Kong,2020-01-01,2020-01-01,yet
381,txohanzo,Hong Kong,2020-01-01,2020-01-01,yet
382,kaaying219,Hong Kong,2020-01-01,2022-04-25,yet
383,matildachong,Hong Kong,2020-01-01,2020-01-01,yet
384,shoesandhose,Hong Kong,2020-01-01,2020-01-01,yet
385,real_ting,Hong Kong,2020-01-01,2020-01-01,yet
386,laochengin,Hong Kong,2020-01-01,2020-01-01,yet
387,kitling_,Hong Kong,2022-04-26,2022-04-22,"['yinsunus', 'candies_wawa', 'j.sicasi', 'chinchin_c', 'renciysw', 'hoccgoomusic', 'lam1hey', '53yfp', 'shamshirley', 'sabrinapingping_', 'ahgigiha', 'cheungkalonggggg', 'tungtungdess', 'kaytse', 'hinscheung', 'laiyingdesu', 'jeffreyfok_224', '100mosthk', 'coffee89921', 'minchen333', 'pomatohk', 'shuyu.minmin', 'miluna.alehouse', 'quicheung', 'jocelynchoizs', 'chill.writing_', 'weekdyx', 'psycho.counseling', 'kitlingxdiary_', 'chenbolin', '__on.i', 'kyarix_', 'theartroomhk.gift', 'ggu__kim', 'camiel.spiritualbathhouse', 'lioumonn', 'theartroomhk', 'xx__xx.ff', 'youshikann1231', 'morning98_', 'winka_chan', 'keau.28', '_marifemarife_', 'ledin_asia', 'kayingslife', 'justinemulets', '6y_day', 'trickiebonnie', 'hsiaksueudidi', '10.09.c', 'eastcity_', 'hibyefrd.official', 'louisgorr_1019', '_madboii', 'thelaughingplace_studio', 'projectbrezzy', 'liamliamworkshop', 'mi.sis1115', 'samantha.kwok', 'kada.c', 'gordon4x', 'mung.yu', 'albatrosss_studio', 'santis_chan', 'on_se_voit_a_stutzheim', 'standcrab', 'lowrysfarmhk', 'mcheung1201', 'lokjustinchan', 'bluesea.wav', 'talonhtl', 'mongmong_nobrega', 'k.minddddd', 'marty.wan', 'roserosemamadaily', 'jasonman23', 'hklabel', 'very.surprise', 'deer.delilah', 'gareth_tong', 'fatman_yiu', 'kawanglam', 'kikoyanyan', 'geminitw88', 'hillarylau', 'lee_hohin', 'alma.k.innerpeace', 'larry__65', 'c.705', 'c.705.art', 'kevinstarkchu', 'chingyanfu', 'vitokokkl', 'littlethunder', 'travisgoood', 'ansonbean', 'kkisnotemo', 'lews.z', 'terencelwl', '6yanho', '_prodig_', 'chungxd', 'wewuwabake', 'i.amball2', 'yeunnnnng', 'chankitki', 'vin7ee', 'z.a.i.n.6', 'tom_myz', 'billy._.choi', 'drummer_jasonloi', 'ngaionchi_kathy', 'fa_samantha', 'cloudwann', 'beliefmehk', 'chchng_', 'atmoment_tw', '_andyque', 'la.112814', '_goochan_', '6thfeb_', 'calendar.tw', 'emmaxfung', 'un1wan', 'tsz_hold', 'woodylaulau', 'leiuhin1118', 'emilyszemei', 'dp.asi', 'marasmr_com', 'tiab97s', 'beauty___wu', 'ansonlht', 'fatty_tai', 'midnight.music', 'tysonyoshi', 'georgeau.8', 'terencelam0903', 'gwendolyn.spot', 'luckylulu0212', 'itsjune_0608', 'subyub', 'byejackisgrateful', 'fh_stitch', 'l0kb', 'saturdaymorrrning', 'riceandshine.co', 'letsgelly', 'yeeheiw', 'windmillgrass', 'jeremylaous', 'noirkenny', 'wongkitttt', 'bbshadow1211', 'todays.crochet', 'memakeupworkshop', 'fhfamily_hk', 'kaaying219', 'stanley__tse', 'chickmcnugget', '_lmhmc', 'zoe_yuying', 'wingheng', 'katiekwongxx', 'boeymmee', 'shoumethemoneyxx', 'mingszee', 'rosalina1114', 'majeh__', 'krafty_tube', 'myfataunt', 'heather_love_official', 'imqingfeng', 'lettaa.official', 'bn_sj2013', 'anmwmw', 'flaviawg', 'superaggiieee', 'edanlui', 'wow_kimsohyun', '_lhtung_', 'dlwlrma', 'cafe.hopping', 'adorablemulp', 'krincee', 'bxholic', 'willallwailam', 'isabellaaaaa', 'candywong11111', 'locker_94', 'nancykwai', 'krisssica', 'kayan9896', 'jonathanmr.lee', 'cissy.pastel', 'jeremy_0908', 'ngyika', 'yoda.yodare', 'toballkidrawing', 'diary.illustration', 'wongtszying', 'wittyiswitty', 'teamooo_official', 'gwgurlie86', 'kikkotai', 'keithwwh', 'tuhuas', 'sorameow_', 'cartercatstory', 'leiloksze', 'girlstyle.mag', 'khshu_', 'benchiuz_', 'iwb.cafe', 'phoebus_ng', 'mansonvibes', 'kuanghanhsu', 'wittylauwantuen', 'lilyjcollins', 'littlepieforyou', 'jeffreyngai', 'cyc.85', 'albatross_twoeyesss', 'mandaaaland_', 'sadaharu_meow', 'tokiwtoki', 'littlebowlmui', 'gigiworldplay', 'cakesfilm', 'beccachan', 'szec_multiversze', 'jefferykwan', 'pidgey_chan', 'ly_joxx', 'jlmmak.im', 'charlie_c_image', 'zero0222', 'sowinghong', 'yiuswaii', 'vtholic.hk', 'apple_misscrazy', 'ty_ty_so_hot', 'happy8hk', 'chriswong.story', 'popbee', 'robkuo122', 'heungshing_hk', 'chungchung030', 'asuni.jewelry', 'wonglala.skylar', 'cherryluii', 'rayduenglish', 'raydudaily', 'crown_du', 'clumsycynthia', 'gordonsdaily', 'mcm26ax', 'guignobrega', 'poochie_and_moomoo', 'eatzzz7', 'kiri_thy', 'kitcat._.meow', 'milk_spoon', 'yi_chan_liang', 'qiufengze', 'diegodtk09', 'goodalicia', 'sofiavdsp', 'tyukwing', 'cheokfanwong', 'shimadoya', 'hi_pattis', 'aoaoluxury', 'so.four', '10cats_house', 'kevin0204660', 'fan0914fan', 'lemonlemon_head', 'torres_pit', 'georgiakategordon', 'snidelhk', 'lingchengg', 'tigerteddy.meow', 'enoch70612', 'vanwing', 'jacechw', 'polly.cpl', 'no7', 'seoulo.diary', 'nail.your.mood', 'diary.studio', 'hkpaws_official', 'babyxshadow', 'puinam', 'stboo', 'janicepun', 'ktourfantasy', 'nanacheung', 'ghlchan', 'initialfashion', 'szec.art', 'chingslimeso', 'bokiechan1112', 'lauwinglamm', 'hungcl', 'xoxostudiotw', 'lulustaiwan', 'mosdress', 'ipipy20000', 'timothy.kong', 'asuni.style', 'eg1212_', 'roserosemama', 'robertomadan', 'simplepark_', 'feannasswag', 'szzling', 'slime3d', 'issaisissaisissa', 'feather.co_', 'imlmelo', 'chumichael', 'mandieskwok', 'agneswym', 'boris1027_', 'muahuenhuen', 'ur2slow_isa', 'hk_home4cats', 'akiranico', 'kkc_ky', 'rainie77', 'louischeung2013', 'liiiiithy', 'everyone.is.storyteller', 'iamllluckyyy', 'gordonlau_', 'timlui001', 'kerororok', 'wailonl', 'yukkitai', 'bigheadvian', 'kkingleeeeee', 'kinlongchan', 'ycc_illustration_design', 'carriebeeng', 'ceciliachoii', 'pinkicon_shop', 'makeupgu_official', 'makeupgu_gubi', 'christopherwws', 'ansheles_artem', 'gigiicheung', 'king_wai_cheung', 'joannewonggg', 'lafit_', 'karwuen', 'lillianchanht', 'inez_leong', 'sammi_chengsauman', 'iamsnowwhitewhite', 'sixtycents', 'bubeeejenn', 'katrinaccm', 'rachellyt', 'joecolewong', 'sulinip', 'alfiesmusic', 'chengi_hd', 'laochengi', 'amyian97', 'lei_wendy', 'lulutung', 'tomto1225', 'khengchan_', 'jacky_lou', 'mmb.567', 'rmd_m', 'garyhui42', 'waantung', 'grandmama.store', 'tinaaaminat', 'carlhoudee', 'wonton___tai7', 'wengchan53', 'hsin.n', 'arhosunny', 'diana0602', 'paper.girl__', 'llh.store', 'yingxuange', 'bikkuri.ashi', 'dec812', 'kakisham', 'bosscaiola', 'jacky5908', 'dun_lamb', 'lauchunhim.terrance', 'dorisleetw', 'ninglau', 'laizas_', 'boomberber', 'iii_irisliu', 'akitsugu_fukushima', 'quote_oftheday_gift', 'coo_flower', 'waawei', 'jo.meh.ah', 'kckoo228', 'neoyau19', 'tamsyin', 'fish331', 'bubermak', 'ntl.fung', 'garyhinchan', 'gouldwu', 'phoebeisk', 'yiu2_rita', 'lam_ting_hin', 'pumpkinjojoinstagram', 'lam2', 'multiversze_', 'liliannoodle6', 'priscyllacheung', 'island_workbench', 'kylahchan', 'kayanyanc', 'jjackielauu', 'manner__official', 'yelovaness', 'yawen_j', 'wei3h', 'chan_wai_man', 'sonicheng', 'heihei_drummer', 'michellewsn', 'leanneho', 'pantherchan', 'llh.story', 'lui_lh', 'elihsiehmusic', 'creamyyick', 'laitsz', 'ziyachiang', 'nganwilson', 'ccherrylam', 'mechann_', 'chrysanthemum_wong', 'kellyyyyx', 'princejoyce', 'sammysokolor', 'hangjai', 'sumiremak', 'kwai_ho_lam', 'carter0927', 'kosalaw', 'hanatam', 'jianjian_tw', 'dandanchan', 'laurinda_ho', 'abbierain.lky', 'vanessaycc', 'rachellll_l', 'cccharlie_c', 'dadalee730', 'midnight_macau', 'cmgroovy', 'mossmoshiii', 'greenmoon', 'janet_yung', 'chanhey.chanhiu', 'johnee_lau', 'ceciliaso', 'totodorimi', 'jerry_wch', 'hosiuki', 'yukilovey', 'laukwanwaiwaiwai', 'zenokoo', 'theobonaparte', 'lousygirlfriend', 'kb_kevinboy', 'godreplyme', 'lamwingfung0202', 'himmyw', 'margottleung', 'deegor_hkwa', 'szekwan_iris', 'angela.yuen', 'misselvani', 'adriantsing', 'vacanza_accessory', 'marcus_c_h_w', 'adam_wong', 'aj_avyon_c', 'kerolau', 'chunghinlau', 'imkarenatang', 'siuhinng', 'aaryncheung', 'ben03144', 'javierchan0924', 'panghwerin', 'lotsz_chegon', 'kumkumerin', 'nichung', 'loktchan', 'makjlim', 'qqccbbmeow', 'jimjimoon', 'erinkumkum', 'bernardman', 'dor.llh', 'cotton_ckc', 'tiffanylaily', 'mihk.madeinhk', 'allllllllywcc', 'milkysone', 'huangyucong', 'helloyanling', 'jerald.ch', 'physit', 'jwong_25', 'kittywongkityi', 'dididing01', 'samanthafhy', 'pa2kipakki', 'doughnutofficial', 'bobbybeaar', 'sukilhk', 'mahfung', 'heidibibe', 'karenutatane', 'kinkin6196', 'kaychoii', 'aidenhcs', 'ngafei_', 'ukilaw', 'wongmanyik', 'lululaululu', 'dididing02', 'jk_wkw', 'leungsuetyin', 'gigi_ggggg', 'mmmei_', 'emstewarts', 'flora910910', 'rey.chel.yu', 'lucyyystewart', 'fhproductionhk', 'imjojojosie', 'atawong', 'gem0816', 'kearenpang', 'hinchun0920', 'kennethho16', 'singwa_leung', 'chuakwokkui9753', 'kavo.k', 'kasinglam', 'tosiukiu', 'maggiekumayip', 'mmm1122', 'ccclamwong', 'nyiuhei', 'teddy123789', 'hoiman_t', 'shangchiuu', 'sarolpang', 'marcotang1998', 'keyman0808', 'sam__sin', 'tttttoy_', 'momomo11.25', 'jason__chung', 'hiukkkc', 'belbellaip', 'mmialone', 'benjamin_tsang', 'szeszepoon', 'kentmokk', 'kwunyinp', 'ammandada', 'man.choy_', 'crystallawwwwwww', 'm4.jim_']"
388,manhoodhk,Hong Kong,2020-01-01,2020-01-01,yet
389,ansonlht,Hong Kong,2020-01-01,2020-01-01,yet
390,sumyauliu,Hong Kong,2020-01-01,2020-01-01,yet
391,angelchu,Hong Kong,2020-01-01,2022-04-24,yet
392,yanyan_c,Hong Kong,2020-01-01,2022-04-23,yet
393,28kkss,Hong Kong,2020-01-01,2022-04-24,yet
394,imlmelo,Hong Kong,2020-01-01,2020-01-01,yet
395,myprincessyoyo,Hong Kong,2020-01-01,2022-04-24,yet
396,sailormoon.in.weight.loss,Hong Kong,2020-01-01,2020-01-01,yet
397,em_____________,Hong Kong,2020-01-01,2022-04-24,yet
398,foodxtaste,Hong Kong,2020-01-01,2020-01-01,yet
399,janetchowkawai,Hong Kong,2020-01-01,2022-04-23,yet
400,gary.0917,Hong Kong,2020-01-01,2020-01-01,yet
401,man.md,Hong Kong,2020-01-01,2020-01-01,yet
