,ig_id,is_HK,updated_following_list_time,details_updated_time,following_list
1479,ashlychan0113,Check Yet,2020-01-01,2020-01-01,yet
1480,chosungkyuarchive,Check Yet,2020-01-01,2020-01-01,yet
1481,kanebo_hk,Check Yet,2020-01-01,2020-01-01,yet
1482,mings.hk,Check Yet,2020-01-01,2020-01-01,yet
1483,nbaontnt,Check Yet,2020-01-01,2020-01-01,yet
1484,belindayan,Check Yet,2020-01-01,2020-01-01,yet
1485,steady_tkj,Check Yet,2020-01-01,2020-01-01,yet
1486,chuu_japan,Check Yet,2020-01-01,2020-01-01,yet
1487,chuu_official,Check Yet,2020-01-01,2020-01-01,yet
1488,sachi_fujii_official,Check Yet,2020-01-01,2020-01-01,yet
1489,wkorea,Check Yet,2020-01-01,2020-01-01,yet
1490,girls_kfashion,Check Yet,2020-01-01,2020-01-01,yet
1491,dy1114,Check Yet,2020-01-01,2020-01-01,yet
1492,ykyray,Check Yet,2020-01-01,2020-01-01,yet
1493,masha.photo,Check Yet,2020-01-01,2020-01-01,yet
1494,lucascycheung,Check Yet,2020-01-01,2020-01-01,yet
1495,maldivity,Check Yet,2020-01-01,2020-01-01,yet
1496,davidbeckham,United Kingdom,2020-01-01,2022-04-23,yet
1497,nanavskitchen,Check Yet,2020-01-01,2020-01-01,yet
1498,gin94781267,Check Yet,2020-01-01,2020-01-01,yet
1499,janetagram,United States,2020-01-01,2022-04-23,yet
1500,dannysummermusic,Unknown,2020-01-01,2022-04-22,yet
1501,cocochanhy,Check Yet,2020-01-01,2020-01-01,yet
1502,hyun_sssun,Check Yet,2020-01-01,2020-01-01,yet
1503,tarikedizofficial,Turkey,2020-01-01,2022-04-23,yet
1504,cartier,Check Yet,2020-01-01,2020-01-01,yet
1505,prada,Check Yet,2020-01-01,2020-01-01,yet
1506,liuwenlw,Check Yet,2020-01-01,2020-01-01,yet
1507,victoriassecret,United States,2022-04-26,2022-04-22,"['harinef', 'brookeshields', 'madeleinecwhite', 'naomiosaka', 'francescaaiello', 'justinbieber', 'tayshia', 'runwayofdreams', 'lessance', 'happynation', 'raeannlangas', 'sincerelyjules', 'justineskye', 'thetennillelife_', 'choycebrown', 'remibader', 'landoftheroaches', 'cammiescott', 'shalomharlow', 'syl___buckler', 'miriamblanco', 'celilosm', 'jaifit', 'gia_kelsey', 'maryann.elizabeth_', 'sofiajirau', 'diipakhosla', 'riotswim', 'thefull_monti', 'iambukiade', 'bfyne', 'hannahg11', 'mariacastellanos_ri', 'leoniehanne', 'denisemmercedes', 'chrisellelim', 'xoxoemira', 'brooklynbloomsnyc', 'jamilajaffrey', 'wellness_with_walda', 'aunt_viv', 'chefchloe', 'adealennox', 'mayachkamargolina', 'aamitolagum', 'hannahfergusonofficial', 'abbychampion', 'zoeygrossman', 'brittanyxavier', 'marieclairemag', '_yumi_nu', 'jilla.tequila', 'kristinazias', 'alexwhiteedits', 'helenowen', 'pelotonia', 'mrapinoe', 'amandadecadenet', 'eileen_gu_', 'palomija', 'bathandbodyworks', 'chaneliman', 'candicekumai', 'priyankachopra', 'adutakech', 'haileybieber', 'thesabinakarlsson', 'g.devyn', 'mayowanicholas', 'imaanhammam', 'solangevandoorn', 'valentts', 'victoriassecretsweden', 'daniela_pestova', 'candicehuffine', 'helenachristensen', 'insta_bobb', 'forloveandlemons', 'ashley_moore_', 'mimicuttrell', 'lisachavy', 'josiecanseco', 'sofie_rovenstine', 'melie_tiacoh', 'kelseymerritt', 'alexinagraham', 'victoriassecretrussia', 'victoriassecretturkiye', 'loganrae_hill', 'mackinley_hill', 'vsbeauty', 'victoriassecretuk', 'giizeleoliveira', 'romeestrijd', 'angelzuri', 'lovegrace_e', 'bellahadid', 'liuwenlw', 'georgiafowler', 'negin_mirsalehi', 'rocky_barnes', 'sheamarie', 'taylor_hill', 'daniela', 'wwd', 'maudwelzen', 'eniko', 'kellygale', 'shaninamshaik', 'caradelevingne', 'stellamaxwell', 'josephineskriver', 'gigihadid', 'cindybruna', 'devwindsor', 'hoskelsa', 'marthahunt', 'victoriasport', 'lilyaldridge', 'realbarbarapalvin', 'sarasampaio', 'jessicastamofficial', 'bazaaruk', 'laisribeiro', 'alessandraambrosio', 'candiceswanepoel', 'behatiprinsloo', 'whowhatwear', 'vanityfair', 'vspink', 'milk', 'jastookes', 'instylemagazine']"
1508,givenchyofficial,Check Yet,2020-01-01,2020-01-01,yet
1509,alexandermcqueen,Check Yet,2020-01-01,2020-01-01,yet
1510,yslbeauty,Check Yet,2020-01-01,2020-01-01,yet
1511,gaoyuanyuan_gyy,Check Yet,2020-01-01,2020-01-01,yet
1512,vanesamimiwong,Check Yet,2020-01-01,2020-01-01,yet
1513,_katojun_,Check Yet,2020-01-01,2020-01-01,yet
1514,jessica.syj,Check Yet,2020-01-01,2020-01-01,yet
1515,charmaine_sheh,Check Yet,2020-01-01,2020-01-01,yet
1516,hiscar,Check Yet,2020-01-01,2020-01-01,yet
1517,chowzip,Check Yet,2020-01-01,2020-01-01,yet
1518,fossil,Check Yet,2020-01-01,2020-01-01,yet
1519,macau.food,Check Yet,2020-01-01,2020-01-01,yet
1520,thai.jai,Check Yet,2020-01-01,2020-01-01,yet
