ig_id,Category,influence_index,rating,suggest
dimdim1125,Travel,108.73081118775954,C,unknown
she.c0m,Art,187.0526768498952,B,unknown
bakedindulgence,Art,26.094475212651435,D,unknown
sis_official_ig,unknown,unknown,unknown,unknown
nabwork,Art,unknown,unknown,unknown
vivihk_official,unknown,9.750046194970013,D,unknown
oonatashaoo,Art,140.15725433114412,C,unknown
kingyu__,Art,6.355122444940545,D,unknown
sophiachang,Art,942.521719464897,A,unknown
sumsum_dessert,Art,108.4471835481304,C,unknown
wayne_ky,Art,23.31942768076904,D,unknown
chenghao.shih,Art,128.18037805485713,C,unknown
tanya.tintin,Art,23.069438781885008,D,unknown
felicetrips,unknown,16.241743447500227,D,unknown
hkfoodie_lifestyle,unknown,58.088277579759634,D,unknown
boo_chong,Art,unknown,unknown,unknown
mansonvibes,Music,unknown,unknown,unknown
elenakongmayyee,Art,321.2013325711229,A,"['gwgurlie86', 'sammkoling', 'nwuuu', 'ghlchan', 'selenaleelalee', 'kungkaty', 'kaman_kong', 'sammi_chengsauman', 'louisa_mak', 'sharonchanmanchi', 'wongtsuiyu']"
ahfavslife,Art,155.05647384107007,B,unknown
alysonhau,Art,7.491879707213829,D,unknown
greenmonday.david,Art,unknown,unknown,unknown
kerrytachau,Art,unknown,unknown,unknown
heyclaire,Art,1142.056061591164,A,unknown
guillaumemabilleau,Art,541.5326522758426,A,unknown
cosstores,Art,unknown,unknown,unknown
rainkywai,Art,unknown,unknown,unknown
manner__official,Art,unknown,unknown,unknown
yellowhk_ig,unknown,unknown,unknown,unknown
craigdavid,Art,unknown,unknown,unknown
ballqueen,Art,unknown,unknown,unknown
jaer_tattoo,Art,unknown,unknown,unknown
_marimadrid,Art,437.50847296594833,A,unknown
davezhangphoto,unknown,unknown,unknown,unknown
sofiee_ng,Art,unknown,unknown,unknown
byeian,Art,unknown,unknown,unknown
sammi_chengsauman,Art,unknown,unknown,"['wang_liza', 'sammkoling', 'stboo', 'wongmanyik', 'tracytschu', 'yeungchinwah', 'wong_manman', 'shi_ga', 'yannyyc', 'tavia_yeung', 'thatdanielwu', 'yungchoyee', 'vvyeo', 'sandrangky', 'yuyanpeng', 'wongyuenb', 'vincentwong07', 'saxyphil', 'yuenkaka', 'sqwhat', 'tinyuilee', 'sisleychoi', 'yiplinsum', 'yumiko.chengy', 'taylorswift', 'yingcaier', 'zozotam1o1o', 'victoriabeckham', 'selenaleelalee', 'sammy903', 'snow711', 'sharonchanmanchi', 'wongtsuiyu']"
maanavihomes,Art,290.22586929643103,B,unknown
foodsearchers,unknown,unknown,unknown,unknown
jlin7,Art,unknown,unknown,unknown
nozomisasaki_official,Art,unknown,unknown,unknown
malisheep,Art,unknown,unknown,unknown
solvilettitusofficial,Art,19.760462878076616,D,unknown
edwinsiu,Art,unknown,unknown,"['hubertwu', 'misselvani', 'mayannem', 'sammkoling', 'wang_liza', 'tracytschu', 'kungkaty', 'lawjoey', 'sammi_chengsauman', 'jackhero5', 'wong_manman', 'kaytse', 'owencheung', 'hinscheung', 'kandybubu', 'hoi1218', 'louischeung2013', 'louisa_mak', 'tavia_yeung', 'kwangorrrrrr', 'kelllycheung', 'lokyilai', 'yungchoyee', 'roxannetong', 'vvyeo', 'myoliemyolie', 'rosinalam', 'lukhoo', 'joelshanchung', 'punkhippie', 'vincentwong07', 'elaine_yiu', 'sisleychoi', 'jwchubz', 'laiwinki', 'natalietong53', 'missjni', 'gwgurlie86', 'sharonchanmanchi', 'nwuuu', 'zozotam1o1o', 'ghlchan', 'selenaleelalee', 'sammy903', 'matthew_hkp', 'guruhung', 'wongtsuiyu', 'heungheungeliza']"
nwuuu,Art,2657.95675194602,A,"['wang_liza', 'sammkoling', 'stboo', 'wongmanyik', 'tracytschu', 'wonghoyinraymond', 'yeungchinwah', 'sammi_chengsauman', 'therivergirl', 'wong_manman', 'owencheung', 'shi_ga', 'tvbcomhk', 'princejoyce', 'rebecca_zhu', 'rucochan', 'tavia_yeung', 'toby_yanyan', 'yungchoyee', 'yeunghatou', 'roxannetong', 'vvyeo', 'yuyanpeng', 'q_gill', 'rosinalam', 'punkhippie', 'vincentwong07', 'physit', 'sqwhat', 'sisleychoi', 'yiplinsum', 'rahrahsong', 'yingcaier', 'paisleyhu', 'zozotam1o1o', 'straightblast5', 'selenaleelalee', 'sammy903', 'snow711', 'sharonchanmanchi', 'wongtsuiyu']"
mytvsuper,Art,unknown,unknown,unknown
uglykwan,Art,unknown,unknown,unknown
claudiepierlot,Art,unknown,unknown,unknown
valeriesyw,Art,8.372151721190239,D,unknown
model_sweet02,unknown,unknown,unknown,unknown
rona.tsui,Art,unknown,unknown,unknown
c_allstar,Art,96.7771296106796,C,unknown
phoebspang,Art,97.3753012366614,C,unknown
tarikedizofficial,Art,unknown,unknown,unknown
sharonchanmanchi,Art,unknown,unknown,"['vvyeo', 'wang_liza', 'zozotam1o1o', 'yungchoyee', 'vincentwong07', 'tracytschu', 'yeungchinwah', 'snow711', 'tavia_yeung', 'wongtsuiyu', 'sisleychoi', 'wong_manman']"
llokmann,Art,unknown,unknown,"['tiger_yny', 'stanleysc_']"
theyeechoo,unknown,39.65192676933927,D,unknown
santiagokwok12,Art,unknown,unknown,unknown
yanyan_c,Art,unknown,unknown,unknown
mr_n_mrs_moon,Travel,unknown,unknown,unknown
jerry_liu,Art,4.267992886359127,D,unknown
theartofplating,Art,1614.8903837449789,A,unknown
leoku,Art,258.1471335622511,B,unknown
licharlia,Art,unknown,unknown,unknown
cherryhui0925,unknown,unknown,unknown,unknown
pamelacheung,Art,349.38785426707256,A,unknown
kwcmh,Art,4.028903979735919,D,unknown
rene_superawesome,Art,112.8538930978008,C,unknown
privatezoo,Acting/Media,unknown,unknown,unknown
_kisang_,Art,unknown,unknown,"['misselvani', 'concertyy', 'deegor_hkwa', 'frankie729', 'jacechw', 'kootinlok_louis', 'altonwongz', 'hinscheung', 'edanlui', 'mcheung1201', 'mirror.weare', 'fatboyip', 'terencelam0903', 'iamkingjer', 'k_p0k1', 'pumpkinjojoinstagram', 'ahfa0908', 'stanleysc_', 'llokmann', 'deniskwok193', 'jeremylaous', 'ansonlht', 'tiger_yny', 'iancychan', 'keung_show', 'kb_kevinboy', 'jeremy_0908']"
teodorta,Art,unknown,unknown,unknown
mai.journal,Art,unknown,unknown,unknown
crayon_shinchan1314,Art,unknown,unknown,unknown
jungraphy_,Art,unknown,unknown,unknown
yogachung,Art,unknown,unknown,unknown
joanneyew_,Art,unknown,unknown,unknown
playmaker,Art,unknown,unknown,unknown
ww917,Art,7.163761945810399,D,unknown
kikomilano,Art,unknown,unknown,unknown
lokyi_mui,Art,84.4607376739438,D,unknown
as1.entertainment,Acting/Media,unknown,unknown,unknown
rositakpyy,Art,unknown,unknown,unknown
ameyummycollection,Art,unknown,unknown,unknown
hakkaphil,Art,unknown,unknown,unknown
awansauce,Art,unknown,unknown,"['sammi_chengsauman', 'jackhero5', 'wong_manman', 'kaytse', 'do_do_cheng', 'chakwilliam', 'hoi1218', 'bob_lamshingbun', 'roxannetong', 'vvyeo', 'elaine_yiu', 'jwchubz', 'choisaaaa', 'gwgurlie86', 'sharonchanmanchi', 'nwuuu', 'ghlchan', 'sammy903', 'guruhung', 'wongtsuiyu', 'heungheungeliza']"
jacquelinewong0205,Art,unknown,unknown,unknown
andreaso_,Art,unknown,unknown,"['wang_liza', 'misselvani', 'sammkoling', 'mayannem', 'derekwong726', 'chenchiyiu', 'numberonepr', 'kungkaty', 'lawjoey', 'bella_lam', 'jackhero5', 'jinnyng', 'arryuu', 'owencheung', 'hinscheung', 'kandybubu', 'do_do_cheng', 'hoi1218', 'chakwilliam', 'kaman_kong', 'louisa_mak', 'louischeung2013', 'bob_lamshingbun', 'kelllycheung', 'lokyilai', 'roxannetong', 'snow711', 'kan_jessica', 'rosinalam', 'lukhoo', 'sukman_lam', 'gloriapuiyeetang', 'itstiffanylau', 'elaine_yiu', 'sisleychoi', 'jwchubz', 'judy.kwong', 'ashley_ellabel', 'crystalfyy', 'bobcyp1005', 'gwgurlie86', 'missjni', 'nwuuu', 'momong629', 'ghlchan', 'matthew_hkp', 'joeythyee', 'wongtsuiyu']"
fen_yuen,unknown,unknown,unknown,unknown
janetagram,Art,unknown,unknown,unknown
keyforfood,Art,unknown,unknown,unknown
orlinskishop,Art,unknown,unknown,unknown
wuyanching,Art,unknown,unknown,unknown
natgeointhefield,Art,unknown,unknown,unknown
blissmeetingfilm,Art,unknown,unknown,unknown
kimmanw,Music,36.60296802806776,D,unknown
herachann,Art,unknown,unknown,"['hubertwu', 'misselvani', 'sammkoling', 'wang_liza', 'mayannem', 'lalalalisa_m', 'lawjoey', 'jinnyng', 'owencheung', 'hinscheung', 'kayeepo', 'kandybubu', 'hoi1218', 'kaman_kong', 'louischeung2013', 'louisa_mak', 'kelllycheung', 'lokyilai', 'roxannetong', 'snow711', 'lukhoo', 'jennierubyjane', 'itstiffanylau', 'sisleychoi', 'jwchubz', 'laiwinki', 'sammy903', 'matthew_hkp', 'joeythyee', 'wongtsuiyu', 'heungheungeliza']"
lqamy,Art,unknown,unknown,unknown
limankit_lizli,Travel,unknown,unknown,unknown
gracechowwwww,Art,4261.660670837184,A,unknown
szetosifu,Art,93.4130972418191,C,unknown
saxyphil,Art,274.5463904099572,B,unknown
miyeonjj,Art,unknown,unknown,unknown
mingfai_yick,Art,unknown,unknown,unknown
siuhinng,Art,57.42146727528501,D,unknown
candies_wawa,Art,unknown,unknown,unknown
yangyangfavour,Art,unknown,unknown,unknown
no7,Art,unknown,unknown,unknown
jam_cutepig,Art,821.044518580363,A,unknown
hcfiona,Art,unknown,unknown,unknown
iamkennethlau,Education,unknown,unknown,unknown
levis,Art,unknown,unknown,unknown
53yfp,Art,unknown,unknown,unknown
kasin520,Art,unknown,unknown,unknown
skechershk,Art,17.447992564488533,D,unknown
dearjaneofficial,Art,232.428846978232,B,unknown
margaretzhang,Art,2762.092969536599,A,unknown
thefoodpunch,unknown,unknown,unknown,unknown
joelshanchung,Art,570.4225433810719,A,"['wang_liza', 'sammkoling', 'wonghoyinraymond', 'lawjoey', 'sammi_chengsauman', 'wong_manman', 'kaytse', 'louisa_mak', 'louischeung2013', 'rucochan', 'tavia_yeung', 'kwangorrrrrr', 'lokyilai', 'roxannetong', 'vvyeo', 'myoliemyolie', 'rosinalam', 'lukhoo', 'punkhippie', 'sisleychoi', 'jwchubz', 'natalietong53', 'nwuuu', 'selenaleelalee', 'sammy903', 'matthew_hkp', 'sharonchanmanchi', 'wongtsuiyu']"
callstar.assemble,Music,unknown,unknown,unknown
zpecial_hk,Art,unknown,unknown,unknown
amy.chai.is.drawing,Art,unknown,unknown,unknown
_chellechan,Art,5.480119363298859,D,unknown
terencelam0903,Art,unknown,unknown,unknown
ashaetc,Art,unknown,unknown,unknown
sonyaaa_ly,Art,unknown,unknown,unknown
rucochan,Art,unknown,unknown,"['wongtsuiyu', 'vincentwong07', 'sammi_chengsauman']"
chankawoon,Art,unknown,unknown,unknown
davidbeckham,Art,unknown,unknown,"['misselvani', 'ngk', 'lalalalisa_m', 'falachenfala', 'yeungchinwah', 'sammi_chengsauman', 'dior', 'kaytse', 'hinscheung', 'kandybubu', 'do_do_cheng', 'princejoyce', 'louischeung2013', 'yungchoyee', 'emmawatson', 'gigihadid', 'q_gill', 'punkhippie', 'kendalljenner', 'iamkingjer', 'sqwhat', 'physit', 'prada', 'jaychou', 'victoriabeckham', 'ghlchan', 'sammy903', 'heungheungeliza']"
lawjoey,Art,unknown,unknown,"['wang_liza', 'mayannem', 'sammkoling', 'tracytschu', 'sammi_chengsauman', 'sammicheung926', 'wong_manman', 'nostalgicoutlaw', 'owencheung', 'shi_ga', 'rebecca_zhu', 'louischeung2013', 'rucochan', 'louisa_mak', 'toby_yanyan', 'lokyilai', 'tingfung0602', 'roxannetong', 'vvyeo', 'rosinalam', 'lukhoo', 'punkhippie', 'vincentwong07', 'lisa_chng', 'sisleychoi', 'natalietong53', 'missjni', 'zozotam1o1o', 'nwuuu', 'straightblast5', 'momong629', 'selenaleelalee', 'sammy903', 'matthew_hkp', 'snow711', 'sharonchanmanchi', 'wongtsuiyu']"
jillieong,Art,unknown,unknown,unknown
hkdisneyland,Art,unknown,unknown,unknown
benz_hui,Art,unknown,unknown,unknown
carrielam.hksar,Art,unknown,unknown,unknown
tsetakhim,Art,8.775918340497409,D,unknown
jwchubz,Art,unknown,unknown,"['numberonepr', 'misselvani', 'sammkoling', 'mayannem', 'wang_liza', 'wongmanyik', 'lalalalisa_m', 'tracytschu', 'kungkaty', 'yeungchinwah', 'lawjoey', 'sammi_chengsauman', 'yuduck', 'real_ting', 'wong_manman', 'kaytse', 'kootinlok_louis', 'mreasonchan', 'karl_ting', 'owencheung', 'koonella', 'shi_ga', 'kandybubu', 'yannyyc', 'princejoyce', 'kaman_kong', 'louischeung2013', 'louisa_mak', 'kwangorrrrrr', 'kelllycheung', 'lokyilai', 'yungchoyee', 'mcheung1201', 'roxannetong', 'vvyeo', 'myoliemyolie', 'rosinalam', 'lukhoo', 'q_gill', 'punkhippie', 'vincentwong07', 'physit', 'saxyphil', 'sqwhat', 'tinyuilee', 'sisleychoi', 'yiplinsum', 'laiwinki', 'natalietong53', 'mayaoo', 'missjni', 'paisleyhu', 'zozotam1o1o', 'nwuuu', 'laurinda_ho', 'michellewsn', 'momong629', 'selenaleelalee', 'sammy903', 'karenalamkayan', 'kittyyuen', 'matthew_hkp', 'snow711', 'sharonchanmanchi', 'wongtsuiyu', 'kayeepo']"
bonnieschan,unknown,unknown,unknown,unknown
aliceha,unknown,unknown,unknown,unknown
yacouoff,Art,251.89325331131076,B,unknown
omgbasketball_hk,Art,unknown,unknown,unknown
amandastrang_,Art,93.79042925962963,C,unknown
cotton_ckc,Art,299.1277757126388,B,unknown
ipsvipclub,Art,290.76115886536314,B,unknown
annabella.woo,Art,109.03271837979524,C,unknown
lgvietnam,Art,unknown,unknown,unknown
leekwunyu,Art,unknown,unknown,unknown
shangrilayt,Art,unknown,unknown,unknown
fungpoyan,Art,71.29837796512183,D,unknown
edanlui,Art,unknown,unknown,"['lam2', 'kayan9896', 'misselvani', 'viutv', 'gareth_tong', 'lalalalisa_m', 'jayfungmusic', 'sammi_chengsauman', 'l_for_louise', 'frankie729', 'kaytse', 'jimyan', 'jacechw', 'pantherchan', 'kootinlok_louis', 'hinscheung', 'mikeeeee___', 'princejoyce', 'louischeung2013', 'fish331', 'yungchoyee', 'mcheung1201', 'mirror.weare', 'fatboyip', 'terencelam0903', 'gwendolyn.spot', 'iamkingjer', 'kearenpang', 'physit', 'jennierubyjane', 'k_p0k1', 'pumpkinjojoinstagram', 'jaychou', 'mayaoo', 'hanatam', 'neoyau19', 'stanleysc_', 'gwgurlie86', 'llokmann', 'lauchunhim.terrance', 'jeremylaous', 'sammy903', 'tiger_yny', 'iancychan', 'hui_alfred', 'kakisham', 'ilovemyoq', 'keung_show', 'kb_kevinboy', 'jeremy_0908']"
lynnx1010,Art,146.77698311364995,B,unknown
kabeecheung,unknown,unknown,unknown,unknown
cynthia.m.s,Art,unknown,unknown,unknown
lam1hey,Art,unknown,unknown,"['sammy903', 'sammi_chengsauman']"
bie_l,Art,unknown,unknown,unknown
xeniachong,Art,unknown,unknown,unknown
king_mcwhorter,Art,99.4535576175846,C,unknown
hailey_jane,Art,unknown,unknown,unknown
mikiyeung,Art,188.2529997484146,B,unknown
dude_clothing,unknown,76.94583530132988,D,unknown
utravel,Art,445.3164075750199,A,unknown
barrettbott,Art,130.91414339461647,C,unknown
wolf_ytbbbb,Art,unknown,unknown,unknown
melomelojai,Art,unknown,unknown,unknown
matthew_hkp,Art,362.2744218471519,A,"['wang_liza', 'misselvani', 'mayannem', 'sammkoling', 'sammi_chengsauman', 'wong_manman', 'owencheung', 'tvbcomhk', 'yungchoyee', 'roxannetong', 'rosinalam', 'punkhippie', 'vincentwong07', 'sisleychoi', 'natalietong53', 'missjni', 'zozotam1o1o', 'nwuuu', 'momong629', 'sammy903', 'snow711', 'wongtsuiyu']"
llh.story,Art,unknown,unknown,unknown
zaak6naam4,Art,101.60316515213734,C,unknown
angelc_ky,Art,142.73649875498003,B,unknown
kikoleungyan,Art,147.16716477416566,B,unknown
meethkcom,Art,367.8937792562317,A,unknown
lidi_k,Art,132.29939125219985,C,unknown
hoccgoomusic,Art,756.5503776278074,A,"['kaytse', 'sammi_chengsauman']"
harpersbazaarhk,Art,unknown,unknown,unknown
fredcheng83,Art,unknown,unknown,"['hubertwu', 'misselvani', 'yeungchinwah', 'sammi_chengsauman', 'kaytse', 'jinnyng', 'hinscheung', 'kandybubu', 'louischeung2013', 'kwangorrrrrr', 'yungchoyee', 'punkhippie', 'honganc', 'jwchubz', 'gwgurlie86', 'ghlchan', 'sammy903', 'snow711', 'guruhung', 'wongtsuiyu', 'heungheungeliza']"
city_sketch,Art,unknown,unknown,unknown
georgiakategordon,Art,unknown,unknown,unknown
coffee89921,Art,1746.784120284967,A,"['misselvani', 'davidbeckham', 'heidibibe', 'stboo', 'ngk', 'concertyy', 'wongmanyik', 'lalalalisa_m', 'gregorywong', 'falachenfala', 'kungkaty', 'yeungchinwah', 'sammi_chengsauman', 'rainie77', 'real_ting', 'kaytse', 'jacechw', 'kootinlok_louis', 'hinscheung', 'koonella', 'yannyyc', 'kandybubu', 'do_do_cheng', 'princejoyce', 'louischeung2013', 'louisa_mak', 'kelllycheung', 'yungchoyee', 'mcheung1201', 'roxannetong', 'snow711', 'fatboyip', 'q_gill', 'tosiukiu', 'punkhippie', 'terencelam0903', 'physit', 'iamkingjer', 'sqwhat', 'jennierubyjane', 'yuenkaka', 'tinyuilee', 'elaine_yiu', 'sisleychoi', 'jwchubz', 'joyfulck', 'jaychou', 'pumpkinjojoinstagram', 'hanatam', 'yingcaier', 'missjni', 'gwgurlie86', 'lucy.is.good', 'laurinda_ho', 'michellewsn', 'suechangg', 'ghlchan', 'sammy903', 'keung_show', 'karenalamkayan', 'kittyyuen', 'hui_alfred', 'elephantdee', 'guruhung', 'wongtsuiyu', 'heungheungeliza']"
jwomusic,Art,unknown,unknown,unknown
wungani,unknown,212.71048201859665,B,unknown
roma_trend,unknown,105.89730273084622,C,unknown
rikkolee,Art,89.22482665859302,D,unknown
travelnphoto,Art,unknown,unknown,unknown
icy.wong,unknown,unknown,unknown,unknown
michele_monique_reis,Art,unknown,unknown,unknown
mayaoo,Art,318.2111921336413,A,"['numberonepr', 'misselvani', 'yannyyc', 'punkhippie', 'sammy903', 'princejoyce', 'sammi_chengsauman', 'real_ting', 'yungchoyee']"
chloechenlove,Art,unknown,unknown,unknown
79hkartist,Art,unknown,unknown,unknown
esteelauder_hk,Art,unknown,unknown,unknown
elena1201,Art,unknown,unknown,unknown
odyleung,Art,unknown,unknown,unknown
hebeau,Art,unknown,unknown,unknown
guruhung,Art,unknown,unknown,"['misselvani', 'jackhero5', 'wong_manman', 'kaytse', 'owencheung', 'yannyyc', 'rucochan', 'yungchoyee', 'rosinalam', 'joelshanchung', 'iamkingjer', 'physit', 'yuenkaka', 'zozotam1o1o', 'momong629', 'sammy903', 'kayeepo', 'heungheungeliza', 'hubertwu', 'mayannem', 'jessie_sum', 'therivergirl', 'quicheung', 'hoi1218', 'kwangorrrrrr', 'lokyilai', 'roxannetong', 'punkhippie', 'vincentwong07', 'sqwhat', 'jwchubz', 'pumpkinjojoinstagram', 'hanatam', 'gwgurlie86', 'nwuuu', 'wongtsuiyu', 'numberonepr', 'sammkoling', 'tracytschu', 'sammi_chengsauman', 'kootinlok_louis', 'hinscheung', 'shi_ga', 'kaman_kong', 'louischeung2013', 'jacquelinebwong', 'vvyeo', 'lukhoo', 'honganc', 'sisleychoi', 'uglykwan', 'laiwinki', 'natalietong53', 'mayaoo', 'rahrahsong', 'missjni', 'michellewsn', 'kittyyuen', 'matthew_hkp', 'hui_alfred', 'snow711', 'joeythyee', 'sharonchanmanchi', 'wang_liza', 'heidibibe', 'ngk', 'wongmanyik', 'kungkaty', 'yeungchinwah', 'lawjoey', 'kelly.fuu', 'real_ting', 'jinnyng', 'koonella', 'kandybubu', 'princejoyce', 'rebecca_zhu', 'louisa_mak', 'kelllycheung', 'yeunghatou', 'jacquelinchng', 'myoliemyolie', 'tinyuilee', 'selenaleelalee']"
yylamjayden,Art,187.2506435111578,B,unknown
cheyuenyuen1228,Art,139.7918314963466,C,unknown
liliankan,Art,435.9103358255371,A,unknown
karena_ngs,Art,unknown,unknown,unknown
jacechw,Art,246.53412095369987,B,"['mcheung1201', 'sabrinasa', 'kayan9896', 'jeremylaous', 'terencelam0903', 'l_for_louise', 'keung_show', 'pumpkinjojoinstagram', 'kb_kevinboy']"
fungblackandwhite,Art,134.8072459202831,C,unknown
cherrietam,Art,unknown,unknown,unknown
hongkong_doll,Art,430.50116609415386,A,unknown
dreamsmountain_,Art,unknown,unknown,unknown
ulifestylehk,Art,1127.610004783808,A,unknown
fhproductionhk,Art,unknown,unknown,unknown
be_hk,Art,236.99476141268133,B,unknown
ohmamama,unknown,unknown,unknown,unknown
tv5manila,Art,unknown,unknown,unknown
drwilliamlo,Art,unknown,unknown,unknown
ekin_cheng_official,unknown,unknown,unknown,unknown
hktvbfan,Art,179.89321360187816,B,unknown
kevinsamuelmpg,Art,211.15184418486507,B,unknown
wysminnie,Art,136.61449265077457,C,unknown
dkanipe,unknown,100.171120053359,C,unknown
reveeyewear,unknown,137.14855615051286,C,unknown
lookrightt,Art,unknown,unknown,unknown
wingt,Art,unknown,unknown,unknown
aloha6969,Art,162.5549726211955,B,unknown
kb_kevinboy,Art,253.4495944477889,B,"['mcheung1201', 'punkhippie', 'terencelam0903', 'sammy903', 'yeungchinwah', 'sammi_chengsauman', 'louischeung2013', 'yungchoyee']"
emjay_bymichaelsmith,Art,unknown,unknown,unknown
angus_cwk,Art,unknown,unknown,unknown
kibongesexy,Art,unknown,unknown,unknown
vivivvtam,Art,unknown,unknown,unknown
cheungwinghong,Art,unknown,unknown,"['hubertwu', 'kungkaty', 'lawjoey', 'sammi_chengsauman', 'kaytse', 'owencheung', 'hinscheung', 'kandybubu', 'do_do_cheng', 'hoi1218', 'kaman_kong', 'louisa_mak', 'louischeung2013', 'kwangorrrrrr', 'lokyilai', 'lukhoo', 'elaine_yiu', 'zozotam1o1o', 'nwuuu', 'ghlchan', 'sammy903', 'wongtsuiyu']"
misselvani,Art,1464.7350683565974,A,"['wong_cho_lam', 'numberonepr', 'wang_liza', 'sammkoling', 'stboo', 'ngk', 'wongmanyik', 'zelia', 'tracytschu', 'yeungchinwah', 'sammi_chengsauman', 'yuduck', 'rainie77', 'real_ting', 'wong_manman', 'mreasonchan', 'quicheung', 'owencheung', 'nk830', 'shi_ga', 'yannyyc', 'princejoyce', 'yungchoyee', 'roxannetong', 'yuyanpeng', 'myoliemyolie', 'thegoodquote', 'q_gill', 'rosinalam', 'punkhippie', 'terencelam0903', 'physit', 'yuenkaka', 'sqwhat', 'sisleychoi', 'yiplinsum', 'pumpkinjojoinstagram', 'uglykwan', 'natalietong53', 'rahrahsong', 'yingcaier', 'missjni', 'zozotam1o1o', 'nwuuu', 'victoriabeckham', 'suechangg', 'selenaleelalee', 'sammy903', 'snow711', 'sharonchanmanchi', 'wongtsuiyu']"
ntl.fung,Art,unknown,unknown,unknown
wongcandy,Art,unknown,unknown,unknown
fit1world,Art,123.2507306373809,C,unknown
brenlui,Art,unknown,unknown,unknown
angelaliuy,Art,unknown,unknown,unknown
ayanbubi,unknown,unknown,unknown,unknown
newmondayplus,Art,unknown,unknown,unknown
slcofficial_,unknown,unknown,unknown,unknown
gwendolyn.spot,Art,292.98294910931725,B,"['lam2', 'misselvani', 'sammi_chengsauman', 'kaytse', 'jacechw', 'mreasonchan', 'hinscheung', 'princejoyce', 'louischeung2013', 'mcheung1201', 'terencelam0903', 'physit', 'tysonyoshi', 'k_p0k1', 'pumpkinjojoinstagram', 'neoyau19', 'jeremylaous', 'sammy903', 'kittyyuen', 'hui_alfred', 'keung_show', 'kb_kevinboy']"
eddie_ilovefood777,Art,unknown,unknown,unknown
mcheung1201,Art,unknown,unknown,"['sabrinasa', 'pantherchan', 'misselvani', 'terencelam0903', 'sammy903', 'tysonyoshi', 'sammi_chengsauman', 'pumpkinjojoinstagram']"
bestcouple.ten,Art,113.0629918178862,C,unknown
bpressk,Art,247.02992113484729,B,unknown
lamtszsin413,Art,unknown,unknown,unknown
dino_hira,Art,184.859922033304,B,unknown
honam.thehusky,Art,0.5707738543611871,D,unknown
kyliejennersoutfit,Art,unknown,unknown,unknown
szekikk,Art,113.61780581354184,C,unknown
moviematic,Art,450.5139244872389,A,unknown
pepecrabs,Art,unknown,unknown,unknown
lightisthenight,Art,147.5954350314326,B,unknown
educational_innovations,Art,89.70808903046117,D,unknown
kiwichingg,Art,unknown,unknown,unknown
yuen_man_kit,Art,unknown,unknown,unknown
iam.manson,Art,166.371762825531,B,unknown
happykzee,Art,unknown,unknown,unknown
torres_pit,Art,unknown,unknown,unknown
weekendweekly,Art,889.2379656766919,A,unknown
leungpakkin,Art,148.2304231640698,B,unknown
em_____________,Art,unknown,unknown,unknown
sophieysm,Art,unknown,unknown,unknown
tosiukiu,Art,unknown,unknown,unknown
poortravellers,Art,unknown,unknown,unknown
lawrenceng_1999,Art,unknown,unknown,unknown
cceciliayeung,Art,unknown,unknown,"['sammi_chengsauman', 'hinscheung']"
mikymanman,Art,unknown,unknown,unknown
realbasketballcoach,Art,unknown,unknown,unknown
kitling_chan,Art,unknown,unknown,unknown
moannaxdessire,Art,unknown,unknown,unknown
leemaishun,Art,unknown,unknown,unknown
f.o.v_,Art,171.13791784581915,B,unknown
pantinka,Art,134.1872036574326,C,unknown
joshua1013,unknown,309.201469484578,B,unknown
samstailor,Art,unknown,unknown,unknown
joeyyysze,Art,unknown,unknown,unknown
michellewsn,Art,unknown,unknown,"['misselvani', 'nwuuu', 'stboo', 'yannyyc', 'wongmanyik', 'punkhippie', 'sammy903', 'physit', 'sqwhat', 'princejoyce', 'yeungchinwah', 'sammi_chengsauman', 'wongtsuiyu', 'yungchoyee']"
amberchann46,Art,121.28627031283791,C,unknown
ziyachiang,Art,unknown,unknown,unknown
umagazinehk,Art,612.0777174834642,A,unknown
alamfish,Art,unknown,unknown,"['numberonepr', 'misselvani', 'stboo', 'ngk', 'concertyy', 'wongmanyik', 'falachenfala', 'jayfungmusic', 'yeungchinwah', 'sammi_chengsauman', 'chanelofficial', 'real_ting', 'kaytse', 'jimyan', 'hinscheung', 'yannyyc', 'kandybubu', 'shi_ga', 'do_do_cheng', 'princejoyce', 'louischeung2013', 'kwangorrrrrr', 'yungchoyee', 'hilaryxtsui', 'q_gill', 'punkhippie', 'iamkingjer', 'physit', 'sqwhat', 'jwchubz', 'mayaoo', 'choisaaaa', 'gwgurlie86', 'laurinda_ho', 'michellewsn', 'ghlchan', 'alexfongliksun', 'sammy903', 'keung_show', 'hui_alfred', 'guruhung', 'chrissienana', 'heungheungeliza', 'ckw720', 'kb_kevinboy']"
charlie1129999,Art,201.7932111974077,B,unknown
beginneros,Art,351.84730844901173,A,unknown
chantalebelle,Art,unknown,unknown,unknown
w.ballade,Art,unknown,unknown,unknown
vincychan,Art,154.84545163194244,B,unknown
aikonari.art,Art,unknown,unknown,unknown
slime3d,Art,unknown,unknown,unknown
regenc,Art,unknown,unknown,unknown
choccccc,Art,unknown,unknown,unknown
