ig_id,Category,influence_index,rating,suggest
chit_chak,unknown,30.322379714027008,D,unknown
gta5ous,unknown,88.48311521825396,D,unknown
charmainefong,Art,257.49088116266586,B,"['misselvani', 'concertyy', 'yeungchinwah', 'sammi_chengsauman', 'kaytse', 'jinnyng', 'quicheung', 'hinscheung', 'koonella', 'yannyyc', 'princejoyce', 'louischeung2013', 'cherrysavor', 'yungchoyee', 'punkhippie', 'wongyuenb', 'iamkingjer', 'physit', 'sqwhat', 'gwgurlie86', 'maglam_', 'sammy903', 'kittyyuen', 'hui_alfred', 'ckw720']"
vinaccccccc,Art,13.047383684042842,D,unknown
kellustration,Travel,unknown,unknown,unknown
arryuu,Art,1238.5732680648755,A,"['misselvani', 'bella_lam', 'jackhero5', 'wong_manman', 'kaytse', 'owencheung', 'herachann', 'bob_lamshingbun', 'yungchoyee', 'rosinalam', 'joelshanchung', 'iamkingjer', 'itstiffanylau', 'paisleyhu', 'zozotam1o1o', 'momong629', 'ccandice.c', 'sammy903', 'heungheungeliza', 'kayeepo', 'hubertwu', 'mayannem', 'chungkayanlinda', 'yuduck', 'cheungwinghong', 'hoi1218', 'kwangorrrrrr', 'lokyilai', 'roxannetong', 'brianchu0523', 'punkhippie', 'vincentwong07', 'gloriapuiyeetang', 'lisa_chng', 'jwchubz', 'choisaaaa', 'gwgurlie86', 'nwuuu', 'wongtsuiyu', 'brian_tsetse', 'numberonepr', 'sammkoling', 'chenchiyiu', 'tracytschu', 'falachenfala', 'sammi_chengsauman', 'chanelofficial', 'hinscheung', 'shi_ga', 'kaman_kong', 'louischeung2013', 'jacquelinebwong', 'vvyeo', 'benontheroad', 'lukhoo', 'elaine_yiu', 'sisleychoi', 'laiwinki', 'natalietong53', 'crystalfyy', 'missjni', 'edwinsiu', 'ghlchan', 'matthew_hkp', 'snow711', 'joeythyee', 'chrissienana', 'sharonchanmanchi', 'wang_liza', 'derekwong726', 'heidibibe', 'kungkaty', 'lawjoey', 'jinnyng', 'kandybubu', 'do_do_cheng', 'chakwilliam', 'princejoyce', 'rebecca_zhu', 'louisa_mak', 'kelllycheung', 'yeunghatou', 'jacquelinchng', 'myoliemyolie', 'selenaleelalee', 'guruhung', 'fattung924']"
honganc,Art,407.9256465740482,A,"['hubertwu', 'misselvani', 'wang_liza', 'mayannem', 'numberonepr', 'kungkaty', 'lawjoey', 'sammi_chengsauman', 'wong_manman', 'jinnyng', 'kaytse', 'kootinlok_louis', 'owencheung', 'nostalgicoutlaw', 'shi_ga', 'kandybubu', 'tvbcomhk', 'princejoyce', 'kaman_kong', 'louischeung2013', 'louisa_mak', 'rucochan', 'kwangorrrrrr', 'toby_yanyan', 'kelllycheung', 'lokyilai', 'yungchoyee', 'roxannetong', 'myoliemyolie', 'rosinalam', 'lukhoo', 'joelshanchung', 'punkhippie', 'sisleychoi', 'jwchubz', 'natalietong53', 'missjni', 'nwuuu', 'momong629', 'selenaleelalee', 'sammy903', 'kittyyuen', 'matthew_hkp', 'snow711', 'wongtsuiyu', 'kayeepo']"
vivi_vivianlaw,Art,105.57299676891364,C,unknown
seeing2sea,Art,44.16174529402019,D,unknown
sassyhongkong,Art,115.02919991775552,C,unknown
rimazeidan51,Art,641.3371050956501,A,unknown
albee_be,Art,33.1511858725282,D,unknown
simon_c,Art,12.508496954449653,D,unknown
danielwellington,Art,8471.050095761759,A,unknown
emilylam.ho,Art,226.30783874094632,B,unknown
tinming7471,Art,148.2818217348678,B,unknown
our.daily.hk,Art,43.16137392059951,D,unknown
neoyau19,Art,299.93185345521545,B,"['sabrinasa', 'trialanderror924']"
victoriassecret,Art,132945.25406220448,A,unknown
asartisticasyou,Education,40.44994597594359,D,unknown
jolin_cai,Art,7583.2408658634995,A,unknown
edwardmusicproduction,Music,unknown,unknown,unknown
syanleung,Art,48.12781507206529,D,unknown
jenniferyuuu,Art,303.8046346329648,B,"['kaytse', 'misselvani']"
ryanlau88,Art,182.22110249482185,B,unknown
elaine_yiu,Art,1465.518559930673,A,"['misselvani', 'jackhero5', 'wong_manman', 'kaytse', 'owencheung', 'herachann', 'rucochan', 'toby_yanyan', 'yungchoyee', 'rosinalam', 'q_gill', 'joelshanchung', 'iamkingjer', 'yuenkaka', 'itstiffanylau', 'joyfulck', 'judy.kwong', 'paisleyhu', 'zozotam1o1o', 'momong629', 'sammy903', 'kayeepo', 'heungheungeliza', 'hubertwu', 'mayannem', 'therivergirl', 'hoi1218', 'tavia_yeung', 'kwangorrrrrr', 'lokyilai', 'roxannetong', 'kan_jessica', 'punkhippie', 'vincentwong07', 'sqwhat', 'gloriapuiyeetang', 'lisa_chng', 'jwchubz', 'gwgurlie86', 'nwuuu', 'wongtsuiyu', 'numberonepr', 'sammkoling', 'tracytschu', 'falachenfala', 'sammi_chengsauman', 'kootinlok_louis', 'karl_ting', 'hinscheung', 'shi_ga', 'kaman_kong', 'louischeung2013', 'jacquelinebwong', 'vvyeo', 'lukhoo', 'honganc', 'sisleychoi', 'laiwinki', 'natalietong53', 'rahrahsong', 'missjni', 'ghlchan', 'kittyyuen', 'matthew_hkp', 'hui_alfred', 'snow711', 'joeythyee', 'sharonchanmanchi', 'wang_liza', 'wongmanyik', 'kungkaty', 'yeungchinwah', 'lawjoey', 'kelly.fuu', 'fredcheng83', 'jinnyng', 'wongkalok1214', 'kandybubu', 'tvbcomhk', 'princejoyce', 'rebecca_zhu', 'louisa_mak', 'kelllycheung', 'jacquelinchng', 'myoliemyolie', 'tinyuilee', 'tsuiwing0807', 'selenaleelalee', 'karenalamkayan', 'guruhung', 'kalok_']"
numberonepr,unknown,77.58684237593648,D,"['wong_cho_lam', 'wang_liza', 'yeungchinwah', 'sammi_chengsauman', 'real_ting', 'owencheung', 'princejoyce', 'yungchoyee', 'roxannetong', 'vvyeo', 'rosinalam', 'punkhippie', 'physit', 'sisleychoi', 'nwuuu', 'selenaleelalee', 'sammy903', 'sharonchanmanchi', 'wongtsuiyu']"
mandieskwok,Art,280.89785074117185,B,unknown
manyeeb,Art,122.3618066508546,C,unknown
kimi_chiuchiu,Art,300.00947103376666,B,unknown
whitney.hui,Art,92.15876724183885,C,unknown
welbychung,Art,5.324922558035625,D,unknown
wifiegg,Art,25.955534744120797,D,unknown
crystalyannie,unknown,4.819953369725465,D,unknown
emilyszemei,Art,145.6085219809854,B,unknown
100mosthk,Art,unknown,unknown,"['misselvani', 'davidbeckham', 'heidibibe', 'stboo', 'concertyy', 'lalalalisa_m', 'chrissienana', 'zelia', 'charmainefong', 'falachenfala', 'deegor_hkwa', 'sammi_chengsauman', 'dior', 'chanelofficial', 'yeungchinwah', 'chapmantoslateshow', '9gag', 'kaytse', 'cheungkalonggggg', 'kootinlok_louis', 'mreasonchan', 'fhproductionhk', 'hinscheung', 'heungheungeliza', '_kisang_', 'do_do_cheng', 'aliaime', 'princejoyce', 'louischeung2013', 'manner__official', 'edanlui', 'kwangorrrrrr', 'bob_lamshingbun', 'yungchoyee', 'mcheung1201', 'lihkg.forum', 'fatboyip', 'coffee89921', 'punkhippie', 'terencelam0903', 'gwendolyn.spot', 'iamkingjer', 'physit', 'jennierubyjane', 'sqwhat', 'jwchubz', 'pumpkinjojoinstagram', 'jaychou', 'angela.yuen', 'hanatam', 'choisaaaa', 'yingcaier', 'neoyau19', 'gwgurlie86', 'laurinda_ho', 'pomatohk', 'jeremylaous', 'ghlchan', 'ansonlht', 'sammy903', 'suechangg', 'kittyyuen', 'iancychan', 'hui_alfred', 'guruhung', 'wongtsuiyu', 'keung_show', 'kb_kevinboy', 'deniskwok193']"
yehyan426,Art,31.68614847250474,D,unknown
cherrymeme__,Art,33.37746034984954,D,unknown
lexituan,Art,unknown,unknown,unknown
pinkicon_shop,Art,131.46522375922066,C,unknown
hkprideparade,unknown,14.75015783467433,D,unknown
goodasgoldliving,Art,unknown,unknown,unknown
izzue,Art,117.92751689641872,C,unknown
babyxshadow,Art,92.17454220806012,C,unknown
kirbysau,Art,120.74654326611392,C,unknown
dreamy_touch,Art,731.4233725780008,A,unknown
paulgoor,Art,123.37032536856056,C,unknown
w___toko,Art,unknown,unknown,unknown
heidi_fpdrawings.hk,Art,18.44042448256452,D,unknown
cheungstanley,Art,unknown,unknown,unknown
vocemagazine,Art,795.8814939858821,A,unknown
wong_manman,Art,1332.5732514165206,A,"['wongtsuiyu', 'yeungchinwah', 'yungchoyee']"
hungrytv.hk,unknown,179.83320735545743,B,unknown
moonieckm,Art,226.37898200564035,B,unknown
bowiechoibuiyi,Art,42.32167257343489,D,unknown
phyleefehleh,Art,unknown,unknown,unknown
missjni,Art,1233.864121681952,A,"['numberonepr', 'sammkoling', 'wongmanyik', 'tracytschu', 'yeungchinwah', 'sammi_chengsauman', 'wong_manman', 'princejoyce', 'rucochan', 'yungchoyee', 'roxannetong', 'myoliemyolie', 'rosinalam', 'punkhippie', 'vincentwong07', 'physit', 'sqwhat', 'sisleychoi', 'natalietong53', 'zozotam1o1o', 'nwuuu', 'momong629', 'selenaleelalee', 'sammy903', 'snow711', 'sharonchanmanchi', 'wongtsuiyu']"
sandytooooo,Art,unknown,unknown,unknown
axleviolet,unknown,15.917292146195528,D,unknown
florinda.ho,Art,unknown,unknown,unknown
beaconcollegehk,Education,122.71887425242176,C,unknown
xmini.official,unknown,3.0233508203457675,D,unknown
clau_slimes,unknown,97.73424975758992,C,unknown
cheungyauyu,Art,unknown,unknown,unknown
theworlds50best,Art,2565.535537143277,A,unknown
yan512,Art,99.020649412362,C,unknown
billy_onstage,Art,unknown,unknown,unknown
yeunghatou,Art,126.74459389001896,C,unknown
tedzted,unknown,142.4541575674524,B,unknown
bertliu744,Art,17.05101979725814,D,unknown
viutv,Art,704.1694250516454,A,unknown
rickysham,Art,unknown,unknown,unknown
choy_ian,Art,94.57831625810816,C,unknown
carlosbb,Art,272.2285891716837,B,"['hubertwu', 'misselvani', 'numberonepr', 'wongmanyik', 'chrissienana', 'yeungchinwah', 'sammi_chengsauman', 'jackhero5', 'jinnyng', 'kaytse', 'hinscheung', 'do_do_cheng', 'louischeung2013', 'louisa_mak', 'kwangorrrrrr', 'kelllycheung', 'yungchoyee', 'roxannetong', 'punkhippie', 'elaine_yiu', 'jwchubz', 'natalietong53', 'crystalfyy', 'missjni', 'ghlchan', 'sammy903', 'guruhung', 'wongtsuiyu', 'heungheungeliza']"
saffiesaffie,Art,91.86490344962036,D,unknown
lokyin_cg,Art,3.9739114759927103,D,unknown
wongyuenb,Art,374.8909440010354,A,"['yeungchinwah', 'yungchoyee']"
polly.cpl,Art,123.8150388123312,C,unknown
jumbotsang,Art,1056.8203855464883,A,unknown
pelilam,Art,5.428416402598852,D,unknown
gedition.co,Art,11.387333915535626,D,unknown
bake.your.own,Art,52.84405943570524,D,unknown
iloveqq,Art,241.2129088979117,B,unknown
mastamic,Art,28.44685069190469,D,unknown
neomusicproduction,Art,unknown,unknown,unknown
boboy831,Art,18.5198190360106,D,unknown
smilesproduction,unknown,5.364164964513332,D,unknown
kovischa_,unknown,31.656479459433893,D,unknown
bowiecheungx,Art,unknown,unknown,unknown
maverick_au,unknown,unknown,unknown,unknown
bennieandmaple,Art,375.5108451847324,A,unknown
sineo_sy,Art,81.7216255800541,D,unknown
minimoofashion,Art,19.760462878076616,D,unknown
rachellyt,Art,11.782402134309356,D,unknown
refife.official,Art,1020.0808776915788,A,unknown
ciao_kitchen,Art,122.691709825543,C,unknown
drcarenyoga,unknown,unknown,unknown,unknown
stefanwch,Art,118.19985901985704,C,unknown
kaylachi215,unknown,unknown,unknown,unknown
aimeechan_official,Art,875.8162124721315,A,"['sammi_chengsauman', 'hinscheung']"
kitling_,Art,207.9580943280228,B,unknown
echodancehk,unknown,unknown,unknown,unknown
tortikannuchka,Art,2084.0851091278723,A,unknown
jawnha,Art,289.2213203064033,B,unknown
kinjaz,Art,1714.127912956745,A,unknown
ohkoeboo,Art,4.342323918458006,D,unknown
shamshirley,Art,368.9902556495681,A,unknown
chakwilliam,Art,89.63402044225346,D,"['hubertwu', 'wang_liza', 'sammkoling', 'derekwong726', 'chenchiyiu', 'kungkaty', 'sammi_chengsauman', 'lawjoey', 'jackhero5', 'kelly.fuu', 'wong_manman', 'kaytse', 'jinnyng', 'owencheung', 'hinscheung', 'nostalgicoutlaw', 'kayeepo', 'kandybubu', 'do_do_cheng', 'hoi1218', 'rebecca_zhu', 'kaman_kong', 'louisa_mak', 'louischeung2013', 'rucochan', 'jacquelinebwong', 'kwangorrrrrr', 'toby_yanyan', 'kelllycheung', 'lokyilai', 'yeunghatou', 'roxannetong', 'vvyeo', 'myoliemyolie', 'rosinalam', 'lukhoo', 'joelshanchung', 'vincentwong07', 'gloriapuiyeetang', 'honganc', 'elaine_yiu', 'sisleychoi', 'jwchubz', 'yiplinsum', 'laiwinki', 'natalietong53', 'lisa_chng', 'crystalfyy', 'choisaaaa', 'gwgurlie86', 'nwuuu', 'edwinsiu', 'momong629', 'ghlchan', 'sammy903', 'matthew_hkp', 'snow711', 'guruhung', 'wongtsuiyu', 'heungheungeliza', 'danielchau928']"
tobey.m___,unknown,2.157064270822149,D,unknown
francois.delaire,Art,12.972737034000454,D,unknown
tysonchak,Art,26.35062659198633,D,unknown
meendeenjinggung,Art,197.2272967629586,B,unknown
vnthota,Art,unknown,unknown,unknown
melvinjohnrodas,Art,16.313242267363268,D,unknown
kamchi_chan,Art,93.57606396532522,C,unknown
helpmesee,Art,8.048559048230223,D,unknown
yeunganne,Art,unknown,unknown,unknown
fridaylahk,unknown,unknown,unknown,unknown
cookingsiulam,Education,unknown,unknown,unknown
elihanaelia,Art,unknown,unknown,unknown
kakikakileung,Art,179.4161780609223,B,unknown
facda,Art,3.4735987484854984,D,unknown
bobsyouruncle1981,Art,unknown,unknown,unknown
vivicheung_runner,unknown,unknown,unknown,unknown
algogo,Art,unknown,unknown,unknown
layzhang,Art,25280.24229089625,A,unknown
afterschool_hk,Education,170.9783140044999,B,unknown
chungkayanlinda,Art,unknown,unknown,"['wang_liza', 'misselvani', 'numberonepr', 'sammkoling', 'stboo', 'concertyy', 'wongmanyik', 'lalalalisa_m', 'tracytschu', 'falachenfala', 'kungkaty', 'yeungchinwah', 'sammi_chengsauman', 'wong_manman', 'jinnyng', 'kaytse', 'kootinlok_louis', 'hinscheung', 'nk830', 'kandybubu', 'do_do_cheng', 'princejoyce', 'rebecca_zhu', 'louisa_mak', 'louischeung2013', 'tavia_yeung', 'jacquelinebwong', 'kwangorrrrrr', 'kelllycheung', 'yungchoyee', 'lokyilai', 'roxannetong', 'vvyeo', 'myoliemyolie', 'coffee89921', 'rosinalam', 'guruhung', 'punkhippie', 'iamkingjer', 'physit', 'sqwhat', 'jennierubyjane', 'honganc', 'elaine_yiu', 'joyfulck', 'jwchubz', 'natalietong53', 'rahrahsong', 'yingcaier', 'paisleyhu', 'gwgurlie86', 'nwuuu', 'ghlchan', 'selenaleelalee', 'sammy903', 'snow711', 'sharonchanmanchi', 'wongtsuiyu', 'heungheungeliza']"
nigo,Art,2448.068092878962,A,unknown
esther_xinti,Art,unknown,unknown,unknown
clubmonaco,Art,unknown,unknown,unknown
occasionspr,Art,15.835994261053786,D,unknown
kasper0524,Art,unknown,unknown,unknown
roxannetong,Art,1215.023170482363,A,"['wang_liza', 'sammkoling', 'wongmanyik', 'tracytschu', 'sammi_chengsauman', 'wong_manman', 'shi_ga', 'toby_yanyan', 'yeunghatou', 'yungchoyee', 'vvyeo', 'sukman_lam', 'vincentwong07', 'sisleychoi', 'zozotam1o1o', 'selenaleelalee', 'sammy903', 'snow711', 'sharonchanmanchi', 'wongtsuiyu']"
rosinalam,Art,unknown,unknown,"['wang_liza', 'sammkoling', 'tracytschu', 'sammi_chengsauman', 'sammicheung926', 'wong_manman', 'rucochan', 'tavia_yeung', 'yungchoyee', 'roxannetong', 'vvyeo', 'vincentwong07', 'sisleychoi', 'zozotam1o1o', 'selenaleelalee', 'sammy903', 'snow711', 'sharonchanmanchi', 'wongtsuiyu']"
rickykazaf,Art,unknown,unknown,unknown
dannysummermusic,Art,unknown,unknown,unknown
equeen1113,Art,unknown,unknown,unknown
plasticthing,Art,unknown,unknown,unknown
baibaihe_yep,unknown,unknown,unknown,unknown
timeouthk,Art,164.6660312276507,B,unknown
yeungyatka,Art,unknown,unknown,unknown
ninabb66,Art,240.7576474681329,B,unknown
bonnieyiuu,Art,76.05055776675486,D,unknown
apmhk,Art,unknown,unknown,unknown
sweetymagic_hk,Art,114.78704652974496,C,unknown
avabibu,Art,unknown,unknown,unknown
maybemeii,Art,9.392993999470209,D,unknown
stephaniehsau,Art,unknown,unknown,unknown
wonghoyinraymond,Art,unknown,unknown,unknown
cedricgrolet,Art,4021.630403951252,A,unknown
sidebyside_solvency,Art,unknown,unknown,unknown
sammicheung926,unknown,255.6487196337713,B,unknown
lokyilai,Art,572.3890138014626,A,"['numberonepr', 'misselvani', 'sammkoling', 'wang_liza', 'mayannem', 'tracytschu', 'verbeeshiu', 'yeungchinwah', 'sammi_chengsauman', 'sammicheung926', 'wong_manman', 'owencheung', 'nostalgicoutlaw', 'shi_ga', 'princejoyce', 'rebecca_zhu', 'louischeung2013', 'louisa_mak', 'rucochan', 'toby_yanyan', 'yeunghatou', 'roxannetong', 'vvyeo', 'myoliemyolie', 'rosinalam', 'lukhoo', 'punkhippie', 'vincentwong07', 'yuenkaka', 'sisleychoi', 'natalietong53', 'missjni', 'zozotam1o1o', 'nwuuu', 'momong629', 'selenaleelalee', 'sammy903', 'matthew_hkp', 'snow711', 'sharonchanmanchi', 'wongtsuiyu']"
mzcca0.16,Art,126.79076548061036,C,unknown
this.is.1218,Travel,unknown,unknown,unknown
patrickng06,Art,unknown,unknown,unknown
do_do_cheng,Art,unknown,unknown,"['misselvani', 'jayfungmusic', 'jackhero5', 'wong_manman', 'kaytse', 'owencheung', 'nk830', 'yannyyc', 'herachann', 'elenakongmayyee', 'rucochan', 'toby_yanyan', 'yungchoyee', 'hilaryxtsui', 'rosinalam', 'q_gill', 'joelshanchung', 'iamkingjer', 'physit', 'yuenkaka', 'itstiffanylau', 'joyfulck', 'jaychou', 'yumiko.chengy', 'yingcaier', 'paisleyhu', 'maglam_', 'zozotam1o1o', 'laurinda_ho', 'momong629', 'sammy903', 'mcshing', 'kathychow520', 'hacken1206', 'kayeepo', 'heungheungeliza', 'wong_cho_lam', 'hubertwu', 'mayannem', 'therivergirl', 'stephanie_cheng', 'rainie77', 'quicheung', 'hoi1218', 'tavia_yeung', 'edanlui', 'kwangorrrrrr', 'lokyilai', 'emmawatson', 'roxannetong', 'sandrangky', 'yuyanpeng', 'punkhippie', 'vincentwong07', 'sqwhat', 'gloriapuiyeetang', 'gigileungwingkei', 'jwchubz', 'pumpkinjojoinstagram', 'hanatam', 'gwgurlie86', 'nwuuu', 'wongtsuiyu', 'kennyjr', 'numberonepr', 'sammkoling', 'stboo', 'meikiw', 'tracytschu', 'falachenfala', 'sammi_chengsauman', 'kootinlok_louis', 'jimyan', 'karl_ting', 'nostalgicoutlaw', 'hinscheung', 'shi_ga', 'kaman_kong', 'louischeung2013', 'jacquelinebwong', 'thatdanielwu', 'vvyeo', 'fatboyip', 'lukhoo', 'lesleychianglove', 'jennierubyjane', 'honganc', 'elaine_yiu', 'sisleychoi', 'uglykwan', 'laiwinki', 'natalietong53', 'mayaoo', 'rahrahsong', 'missjni', 'lucy.is.good', 'michellewsn', 'edwinsiu', 'ghlchan', 'kittyyuen', 'matthew_hkp', 'hui_alfred', 'snow711', 'sharonchanmanchi', 'joeythyee', 'keung_show', 'wang_liza', 'heidibibe', 'ngk', 'wongmanyik', 'lalalalisa_m', 'kungkaty', 'yeungchinwah', 'lawjoey', 'janlamb_09', 'sammicheung926', 'kelly.fuu', 'real_ting', 'jinnyng', 'fredcheng83', 'mreasonchan', 'koonella', 'kandybubu', 'tvbcomhk', 'princejoyce', 'rebecca_zhu', 'louisa_mak', 'kelllycheung', 'gigihadid', 'myoliemyolie', 'wongyuenb', 'kearenpang', 'tinyuilee', 'yiplinsum', 'victoriabeckham', 'selenaleelalee', 'karenalamkayan', 'guruhung', 'fattung924']"
birdieparva,Art,unknown,unknown,unknown
mymostbeautiful_,unknown,unknown,unknown,unknown
kittyyuen,Art,unknown,unknown,"['wang_liza', 'misselvani', 'yeungchinwah', 'sammi_chengsauman', 'real_ting', 'quicheung', 'mreasonchan', 'koonella', 'shi_ga', 'princejoyce', 'louisa_mak', 'louischeung2013', 'kwangorrrrrr', 'yungchoyee', 'lokyilai', 'roxannetong', 'myoliemyolie', 'malisheep', 'lukhoo', 'punkhippie', 'physit', 'saxyphil', 'sqwhat', 'on_callstar', 'sisleychoi', 'uglykwan', 'natalietong53', 'nwuuu', 'sammy903', 'snow711', 'sharonchanmanchi', 'wongtsuiyu']"
jordan_tcm,Art,unknown,unknown,unknown
kaening,Art,unknown,unknown,unknown
hey.luxury,Art,unknown,unknown,unknown
renefurtererhk,Art,unknown,unknown,unknown
missjelly,Art,unknown,unknown,unknown
sawadikap__kenny,Art,unknown,unknown,unknown
visubal,Art,unknown,unknown,unknown
tiffanyxtyc,Art,30.80883865692556,D,unknown
jjackielauu,Art,121.9098813630383,C,unknown
reginahyt,Art,unknown,unknown,unknown
rabeeayeung,Art,unknown,unknown,unknown
mangielo,Art,unknown,unknown,unknown
needatajkhan,Art,291.1386987721263,B,unknown
ellirose,Art,unknown,unknown,unknown
agaseen,Art,219.28643985224232,B,"['misselvani', 'concertyy', 'jayfungmusic', 'sammi_chengsauman', 'kaytse', 'hinscheung', 'shi_ga', 'kandybubu', 'do_do_cheng', 'aliaime', 'princejoyce', 'louischeung2013', 'kwangorrrrrr', 'bob_lamshingbun', 'yungchoyee', 'punkhippie', 'aka_chio', 'terencelam0903', 'iamkingjer', 'physit', 'saxyphil', 'jwchubz', 'mayaoo', 'maglam_', 'laurinda_ho', 'nwuuu', 'ghlchan', 'alexfongliksun', 'sammy903', 'hui_alfred', 'wongtsuiyu', 'alamfish']"
esquirehk,Art,unknown,unknown,unknown
chiangel1110,Art,253.47999107215708,B,"['sammkoling', 'kungkaty', 'jackhero5', 'jinnyng', 'owencheung', 'kandybubu', 'louisa_mak', 'kelllycheung', 'roxannetong', 'lukhoo', 'elaine_yiu', 'sisleychoi', 'jwchubz', 'crystalfyy', 'gwgurlie86', 'ghlchan', 'snow711', 'wongtsuiyu', 'kayeepo']"
oneone.siu,Art,unknown,unknown,unknown
iamchoiching,Music,unknown,unknown,unknown
brianyuen_chico,Art,unknown,unknown,unknown
vvyeo,Art,unknown,unknown,"['yeunghatou', 'wongtsuiyu', 'zozotam1o1o', 'wong_manman']"
minchen333,Art,unknown,unknown,unknown
lovestoryhk,Art,unknown,unknown,unknown
janetchowkawai,Art,unknown,unknown,unknown
myl31666,Art,unknown,unknown,unknown
kyo1122,Art,25107.25046962709,A,unknown
tinyuilee,Art,911.5540718632924,A,"['wongtsuiyu', 'yeungchinwah', 'yungchoyee']"
kaikaiko,Art,unknown,unknown,unknown
polocyl,Travel,unknown,unknown,unknown
showoffhk,Acting/Media,2.2223776507355364,D,unknown
bread_bulubulu,Art,unknown,unknown,unknown
foodki.may,unknown,unknown,unknown,unknown
chefsroll,Art,unknown,unknown,unknown
graceip,Art,unknown,unknown,unknown
willpan23,Art,unknown,unknown,unknown
sheryl_leung,Art,unknown,unknown,unknown
tingho.zayn,Art,unknown,unknown,unknown
tyreseakf,Art,unknown,unknown,unknown
mensunohk,Art,unknown,unknown,unknown
misslilyho,Art,77.92823895575462,D,unknown
yancychu,Art,unknown,unknown,unknown
checkcheckcin,Art,unknown,unknown,unknown
torontofoodvibes,Art,unknown,unknown,unknown
coffeecmakeup,Beauty,1.7942996419575457,D,unknown
bmb_bakery,Art,159.34481917186966,B,unknown
eat_travel_weekly,unknown,unknown,unknown,unknown
ellagross,Art,unknown,unknown,"['misselvani', 'hinscheung']"
thewavehk,Art,3.608251990073494,D,unknown
chloeleongg_,Art,unknown,unknown,unknown
official.angelahang,Art,3.7906747369616967,D,unknown
haiirplay,Art,unknown,unknown,unknown
dydybbbb,Art,unknown,unknown,unknown
