,ig_id,post_date,post_alt,post_type,like/view,comment,content
0,hinscheung,2022-04-16,"Photo by Hins Cheung 張敬軒 on April 16, 2022. May be an image of 1 person and indoor.",zenokoo 和 其他 6.1萬 人 都說讚,61000,1209,"#等緊埋位記録下先

今日拍MV，之前一個禮拜開始食返168，戒糖戒重味嘢有返條jawline, 開咗十幾個鐘工成個人精神爽利🤗

#不過要迫自己盡量早啲瞓 🥶
#多謝荔枝林嘅髮夾 @ritzlam
#重有CyCy妙手回春 🤣 @cyruslee1018
#Con姐嘅冰凍手 @constanclee"
