,ig_id,name,ig_description,no_of_post,no_of_follower,no_of_following,profile_img
0,hinscheung,Hins Cheung 張敬軒,"['綽號軒公，人稱柴灣Super J, 叫我柴J得了', 'youtube.com/channel/UCgQqWQM2Dx7SZG5_i40-7lQ', 'zenokoo 、 aarrghhhhhhhhhhh 和 mikeeeee___ 都在追蹤']",1703,848000,2879,scrap_web_details_image/hinscheung_profile.png
